Emp_id,Age,Employment Type,GraduateOrNot,AnnualIncome,FrequentFlyer,EverTravelledAbroad,TravelInsurance
1567,25,Private Sector/Self Employed,No,1700000,Yes,No,1
1568,25,Private Sector/Self Employed,No,600000,No,No,1
1569,28,Private Sector/Self Employed,Yes,800000,No,No,0
1570,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1571,28,Private Sector/Self Employed,Yes,550000,No,No,0
1572,31,Government Sector,No,400000,No,No,0
1573,28,Private Sector/Self Employed,Yes,500000,No,No,0
1574,28,Private Sector/Self Employed,Yes,1150000,No,No,0
1575,31,Government Sector,Yes,400000,No,No,0
1576,35,Private Sector/Self Employed,No,950000,No,No,0
1577,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1578,32,Government Sector,Yes,850000,Yes,No,0
1579,31,Private Sector/Self Employed,Yes,1250000,No,No,0
1580,28,Government Sector,Yes,300000,No,No,0
1581,33,Government Sector,Yes,1100000,No,No,0
1582,35,Government Sector,Yes,1100000,No,No,1
1583,28,Private Sector/Self Employed,Yes,1200000,No,No,0
1584,29,Private Sector/Self Employed,Yes,1050000,No,No,0
1585,28,Government Sector,Yes,300000,No,No,0
1586,28,Government Sector,Yes,300000,No,No,0
1587,33,Private Sector/Self Employed,Yes,1750000,No,No,1
1588,34,Private Sector/Self Employed,Yes,1000000,No,No,0
1589,28,Government Sector,Yes,1100000,No,No,0
1590,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1591,27,Government Sector,Yes,750000,Yes,No,0
1592,34,Private Sector/Self Employed,Yes,500000,No,No,1
1593,33,Government Sector,Yes,700000,No,Yes,0
1594,28,Government Sector,Yes,300000,No,No,0
1595,28,Private Sector/Self Employed,Yes,800000,No,No,0
1596,34,Private Sector/Self Employed,Yes,500000,No,No,0
1597,32,Government Sector,Yes,350000,No,No,0
1598,32,Government Sector,Yes,350000,No,No,0
1599,28,Private Sector/Self Employed,Yes,700000,No,No,0
1600,29,Private Sector/Self Employed,Yes,1350000,No,Yes,1
1601,25,Private Sector/Self Employed,No,1150000,No,No,0
1602,26,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
1603,27,Private Sector/Self Employed,No,1000000,No,No,0
1604,32,Government Sector,Yes,900000,No,No,0
1605,25,Government Sector,Yes,750000,No,No,1
1606,29,Private Sector/Self Employed,Yes,600000,No,No,1
1607,28,Private Sector/Self Employed,Yes,750000,No,No,0
1608,33,Government Sector,Yes,400000,No,No,1
1609,33,Government Sector,Yes,600000,No,No,0
1610,28,Private Sector/Self Employed,Yes,1200000,No,No,0
1611,25,Private Sector/Self Employed,Yes,1750000,No,Yes,1
1612,28,Private Sector/Self Employed,Yes,800000,No,No,0
1613,28,Private Sector/Self Employed,Yes,750000,No,No,0
1614,29,Private Sector/Self Employed,Yes,500000,No,No,0
1615,34,Private Sector/Self Employed,Yes,850000,No,No,0
1616,27,Government Sector,Yes,500000,No,No,0
1617,28,Private Sector/Self Employed,Yes,1150000,No,No,0
1618,27,Government Sector,Yes,750000,No,No,0
1619,25,Private Sector/Self Employed,No,1700000,Yes,Yes,1
1620,28,Private Sector/Self Employed,Yes,1300000,No,No,0
1621,26,Private Sector/Self Employed,Yes,500000,No,No,0
1622,26,Private Sector/Self Employed,Yes,1300000,No,No,0
1623,28,Private Sector/Self Employed,Yes,500000,No,No,0
1624,28,Private Sector/Self Employed,Yes,1450000,Yes,Yes,1
1625,34,Private Sector/Self Employed,Yes,1000000,No,No,1
1626,32,Government Sector,Yes,350000,No,No,0
1627,34,Government Sector,Yes,1300000,No,No,0
1628,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1629,31,Private Sector/Self Employed,Yes,1250000,No,No,1
1630,28,Government Sector,Yes,300000,No,No,1
1631,28,Government Sector,Yes,600000,No,No,0
1632,29,Private Sector/Self Employed,Yes,1350000,No,Yes,1
1633,31,Government Sector,No,400000,No,No,0
1634,27,Government Sector,Yes,750000,No,No,0
1635,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1636,30,Private Sector/Self Employed,No,800000,No,No,0
1637,30,Private Sector/Self Employed,No,550000,No,No,1
1638,31,Private Sector/Self Employed,Yes,1250000,No,No,1
1639,28,Private Sector/Self Employed,Yes,750000,No,No,0
1640,31,Private Sector/Self Employed,Yes,1250000,No,No,1
1641,26,Private Sector/Self Employed,Yes,500000,No,No,0
1642,27,Government Sector,Yes,750000,No,No,0
1643,28,Government Sector,Yes,1200000,No,No,0
1644,33,Government Sector,Yes,600000,No,No,1
1645,33,Government Sector,Yes,1750000,No,No,1
1646,33,Government Sector,Yes,650000,Yes,No,1
1647,26,Private Sector/Self Employed,Yes,600000,No,No,0
1648,29,Private Sector/Self Employed,Yes,500000,No,No,1
1649,31,Government Sector,Yes,400000,No,No,0
1650,33,Private Sector/Self Employed,Yes,550000,Yes,No,1
1651,34,Government Sector,Yes,1100000,No,No,0
1652,28,Private Sector/Self Employed,Yes,1100000,No,No,0
1653,28,Private Sector/Self Employed,Yes,800000,No,No,0
1654,32,Government Sector,Yes,350000,No,No,0
1655,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1656,34,Private Sector/Self Employed,No,1400000,Yes,Yes,1
1657,30,Private Sector/Self Employed,No,550000,No,No,0
1658,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1659,27,Private Sector/Self Employed,No,450000,No,No,0
1660,28,Private Sector/Self Employed,Yes,700000,No,No,0
1661,28,Private Sector/Self Employed,Yes,1200000,No,No,0
1662,28,Private Sector/Self Employed,Yes,1300000,No,No,0
1663,28,Private Sector/Self Employed,Yes,750000,No,No,1
1664,28,Private Sector/Self Employed,Yes,1450000,Yes,Yes,1
1665,31,Private Sector/Self Employed,Yes,900000,Yes,No,0
1666,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1667,30,Private Sector/Self Employed,No,1450000,Yes,Yes,1
1668,32,Government Sector,Yes,800000,No,No,0
1669,32,Government Sector,Yes,800000,No,No,0
1670,34,Private Sector/Self Employed,Yes,1050000,No,No,0
1671,28,Private Sector/Self Employed,Yes,1200000,No,No,0
1672,28,Private Sector/Self Employed,Yes,700000,No,No,0
1673,29,Private Sector/Self Employed,Yes,1100000,No,No,1
1674,31,Private Sector/Self Employed,Yes,1250000,No,No,0
1675,30,Private Sector/Self Employed,No,550000,No,No,0
1676,28,Private Sector/Self Employed,Yes,800000,No,No,0
1677,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1678,33,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1679,29,Private Sector/Self Employed,Yes,1200000,No,Yes,0
1680,27,Government Sector,Yes,500000,No,No,0
1681,28,Private Sector/Self Employed,Yes,700000,No,Yes,0
1682,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1683,25,Private Sector/Self Employed,No,1150000,Yes,No,0
1684,33,Government Sector,Yes,650000,No,No,0
1685,28,Private Sector/Self Employed,No,550000,No,No,0
1686,30,Private Sector/Self Employed,No,550000,No,No,0
1687,28,Private Sector/Self Employed,Yes,1100000,No,No,1
1688,28,Government Sector,No,300000,No,No,0
1689,27,Government Sector,Yes,500000,No,No,0
1690,28,Private Sector/Self Employed,Yes,1200000,Yes,No,0
1691,28,Private Sector/Self Employed,Yes,1200000,Yes,No,0
1692,33,Private Sector/Self Employed,Yes,550000,No,No,1
1693,31,Private Sector/Self Employed,Yes,900000,No,No,0
1694,28,Government Sector,Yes,300000,No,No,0
1695,28,Government Sector,Yes,300000,No,No,0
1696,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
1697,28,Private Sector/Self Employed,Yes,1450000,Yes,Yes,1
1698,28,Private Sector/Self Employed,Yes,750000,No,No,0
1699,31,Private Sector/Self Employed,Yes,900000,Yes,No,0
1700,25,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
1701,30,Private Sector/Self Employed,No,550000,Yes,No,0
1702,28,Government Sector,Yes,300000,No,No,0
1703,25,Private Sector/Self Employed,No,1700000,Yes,No,1
1704,26,Private Sector/Self Employed,Yes,500000,No,No,0
1705,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1706,34,Private Sector/Self Employed,Yes,500000,No,No,0
1707,31,Government Sector,No,400000,No,No,0
1708,31,Private Sector/Self Employed,Yes,1250000,No,No,0
1709,32,Government Sector,Yes,650000,No,No,0
1710,27,Government Sector,Yes,850000,No,No,0
1711,28,Government Sector,Yes,300000,No,No,1
1712,28,Private Sector/Self Employed,Yes,1250000,No,No,0
1713,28,Private Sector/Self Employed,Yes,700000,No,No,0
1714,28,Government Sector,Yes,600000,No,No,0
1715,29,Private Sector/Self Employed,Yes,1050000,No,No,0
1716,26,Private Sector/Self Employed,Yes,450000,No,No,0
1717,33,Government Sector,Yes,700000,No,No,0
1718,29,Private Sector/Self Employed,Yes,350000,No,No,1
1719,26,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1720,27,Government Sector,Yes,500000,No,No,0
1721,33,Private Sector/Self Employed,Yes,550000,Yes,No,0
1722,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1723,31,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1724,28,Private Sector/Self Employed,Yes,550000,Yes,No,0
1725,34,Government Sector,Yes,1300000,No,No,1
1726,30,Private Sector/Self Employed,No,650000,No,No,0
1727,27,Government Sector,Yes,500000,No,No,1
1728,28,Private Sector/Self Employed,Yes,1150000,No,No,0
1729,28,Government Sector,Yes,300000,No,No,0
1730,25,Government Sector,Yes,750000,No,No,0
1731,27,Government Sector,Yes,850000,No,No,0
1732,31,Private Sector/Self Employed,Yes,900000,No,No,0
1733,34,Private Sector/Self Employed,Yes,1000000,No,No,1
1734,33,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1735,25,Private Sector/Self Employed,No,1150000,No,No,1
1736,28,Government Sector,Yes,300000,No,No,1
1737,26,Private Sector/Self Employed,Yes,600000,No,No,0
1738,29,Private Sector/Self Employed,Yes,1050000,No,No,1
1739,29,Private Sector/Self Employed,Yes,1150000,No,No,0
1740,34,Private Sector/Self Employed,Yes,1000000,Yes,No,0
1741,31,Private Sector/Self Employed,Yes,900000,No,No,1
1742,33,Government Sector,Yes,1000000,No,No,0
1743,32,Government Sector,Yes,800000,No,No,0
1744,25,Private Sector/Self Employed,No,1150000,Yes,No,0
1745,34,Private Sector/Self Employed,Yes,1000000,No,No,0
1746,31,Private Sector/Self Employed,Yes,1250000,No,No,0
1747,28,Private Sector/Self Employed,Yes,1400000,Yes,Yes,0
1748,35,Private Sector/Self Employed,No,800000,No,Yes,1
1749,29,Private Sector/Self Employed,Yes,1200000,No,No,1
1750,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
1751,26,Private Sector/Self Employed,Yes,600000,No,No,0
1752,28,Private Sector/Self Employed,Yes,1100000,No,No,0
1753,31,Private Sector/Self Employed,Yes,1250000,No,No,0
1754,28,Private Sector/Self Employed,Yes,1150000,No,No,0
1755,28,Private Sector/Self Employed,Yes,1100000,No,No,1
1756,25,Private Sector/Self Employed,No,1150000,Yes,No,0
1757,28,Private Sector/Self Employed,Yes,1250000,No,No,1
1758,34,Private Sector/Self Employed,Yes,850000,Yes,No,0
1759,28,Private Sector/Self Employed,Yes,1100000,No,No,0
1760,28,Private Sector/Self Employed,Yes,1150000,No,No,0
1761,25,Private Sector/Self Employed,Yes,1800000,Yes,No,1
1762,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1763,34,Government Sector,Yes,1100000,Yes,No,1
1764,26,Private Sector/Self Employed,Yes,500000,No,No,1
1765,25,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
1766,28,Government Sector,Yes,300000,No,No,0
1767,26,Private Sector/Self Employed,Yes,600000,No,No,0
1768,28,Private Sector/Self Employed,Yes,550000,No,No,0
1769,35,Private Sector/Self Employed,No,950000,No,Yes,0
1770,29,Private Sector/Self Employed,Yes,500000,No,No,0
1771,29,Private Sector/Self Employed,Yes,1200000,No,No,1
1772,28,Private Sector/Self Employed,Yes,700000,No,No,0
1773,28,Private Sector/Self Employed,Yes,550000,Yes,No,0
1774,28,Private Sector/Self Employed,Yes,1250000,No,No,0
1775,25,Private Sector/Self Employed,No,1150000,Yes,No,0
1776,31,Government Sector,No,300000,No,No,0
1777,34,Private Sector/Self Employed,No,1300000,No,No,1
1778,28,Private Sector/Self Employed,Yes,750000,No,No,0
1779,29,Private Sector/Self Employed,Yes,350000,No,No,0
1780,26,Private Sector/Self Employed,Yes,500000,No,No,1
1781,34,Private Sector/Self Employed,Yes,1050000,No,No,1
1782,29,Private Sector/Self Employed,Yes,1350000,No,Yes,1
1783,28,Private Sector/Self Employed,Yes,1350000,No,Yes,1
1784,28,Private Sector/Self Employed,Yes,700000,No,No,0
1785,34,Private Sector/Self Employed,No,950000,Yes,No,0
1786,33,Private Sector/Self Employed,Yes,750000,No,No,1
1787,27,Government Sector,Yes,1050000,No,No,1
1788,28,Government Sector,Yes,300000,No,No,0
1789,31,Private Sector/Self Employed,Yes,1350000,Yes,Yes,1
1790,28,Private Sector/Self Employed,Yes,550000,No,No,0
1791,31,Government Sector,Yes,1300000,No,No,0
1792,29,Private Sector/Self Employed,Yes,1050000,No,No,0
1793,30,Private Sector/Self Employed,No,800000,No,No,0
1794,28,Private Sector/Self Employed,Yes,800000,Yes,No,0
1795,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1796,28,Private Sector/Self Employed,Yes,750000,Yes,No,0
1797,28,Private Sector/Self Employed,Yes,800000,No,Yes,0
1798,31,Government Sector,No,400000,No,No,0
1799,31,Private Sector/Self Employed,Yes,1250000,No,No,0
1800,27,Government Sector,Yes,500000,No,No,0
1801,35,Private Sector/Self Employed,No,800000,No,Yes,1
1802,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1803,29,Private Sector/Self Employed,Yes,1100000,Yes,No,0
1804,31,Government Sector,Yes,1300000,Yes,No,1
1805,31,Government Sector,Yes,400000,No,No,0
1806,35,Government Sector,Yes,1100000,No,No,0
1807,28,Private Sector/Self Employed,Yes,800000,No,No,0
1808,29,Private Sector/Self Employed,Yes,1050000,No,No,0
1809,29,Private Sector/Self Employed,Yes,500000,No,No,0
1810,28,Private Sector/Self Employed,Yes,700000,No,No,1
1811,28,Private Sector/Self Employed,Yes,800000,No,No,0
1812,31,Private Sector/Self Employed,Yes,1250000,No,No,0
1813,27,Government Sector,Yes,1050000,No,No,0
1814,31,Private Sector/Self Employed,Yes,900000,No,No,0
1815,26,Private Sector/Self Employed,Yes,1400000,No,Yes,0
1816,28,Government Sector,Yes,300000,No,No,0
1817,33,Government Sector,Yes,400000,No,No,0
1818,35,Private Sector/Self Employed,No,800000,No,No,0
1819,26,Private Sector/Self Employed,Yes,1250000,No,No,1
1820,28,Private Sector/Self Employed,Yes,1200000,No,No,0
1821,31,Private Sector/Self Employed,Yes,1350000,No,Yes,1
1822,28,Private Sector/Self Employed,Yes,1100000,No,No,0
1823,28,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1824,28,Private Sector/Self Employed,Yes,800000,No,No,0
1825,27,Government Sector,Yes,500000,No,No,0
1826,28,Private Sector/Self Employed,Yes,800000,No,No,0
1827,31,Private Sector/Self Employed,Yes,1250000,No,No,0
1828,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1829,34,Private Sector/Self Employed,Yes,700000,No,No,1
1830,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
1831,29,Private Sector/Self Employed,Yes,1100000,No,No,0
1832,30,Private Sector/Self Employed,No,1450000,Yes,Yes,1
1833,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1834,32,Government Sector,Yes,800000,Yes,No,0
1835,28,Private Sector/Self Employed,Yes,900000,Yes,No,1
1836,28,Private Sector/Self Employed,Yes,700000,No,No,0
1837,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1838,28,Private Sector/Self Employed,Yes,1100000,No,No,0
1839,26,Private Sector/Self Employed,Yes,500000,No,No,0
1840,35,Government Sector,Yes,900000,No,No,1
1841,31,Private Sector/Self Employed,Yes,1100000,No,No,0
1842,31,Private Sector/Self Employed,Yes,500000,No,No,0
1843,29,Private Sector/Self Employed,Yes,1200000,No,Yes,0
1844,31,Government Sector,No,300000,No,No,0
1845,34,Private Sector/Self Employed,Yes,1050000,No,No,0
1846,34,Private Sector/Self Employed,Yes,500000,No,No,0
1847,33,Private Sector/Self Employed,Yes,750000,No,No,1
1848,27,Government Sector,Yes,1050000,No,No,0
1849,29,Private Sector/Self Employed,Yes,1200000,Yes,No,0
1850,29,Private Sector/Self Employed,Yes,500000,No,No,0
1851,26,Private Sector/Self Employed,Yes,600000,No,No,0
1852,28,Private Sector/Self Employed,Yes,800000,No,No,0
1853,28,Private Sector/Self Employed,Yes,800000,No,No,0
1854,35,Private Sector/Self Employed,No,950000,No,No,1
1855,28,Private Sector/Self Employed,No,550000,No,No,0
1856,34,Private Sector/Self Employed,Yes,850000,No,Yes,0
1857,31,Government Sector,Yes,400000,No,No,0
1858,33,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1859,28,Private Sector/Self Employed,Yes,1100000,Yes,No,0
1860,33,Government Sector,Yes,1100000,No,Yes,0
1861,28,Private Sector/Self Employed,Yes,700000,No,No,0
1862,28,Government Sector,Yes,300000,No,No,0
1863,26,Government Sector,Yes,500000,No,No,0
1864,33,Government Sector,Yes,600000,No,No,1
1865,30,Private Sector/Self Employed,No,1450000,Yes,Yes,1
1866,34,Private Sector/Self Employed,Yes,850000,No,No,0
1867,29,Private Sector/Self Employed,Yes,900000,No,No,1
1868,25,Private Sector/Self Employed,No,1150000,No,No,0
1869,26,Government Sector,Yes,500000,No,No,0
1870,25,Government Sector,Yes,750000,Yes,No,0
1871,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1872,30,Private Sector/Self Employed,No,500000,No,No,0
1873,28,Private Sector/Self Employed,Yes,1300000,Yes,No,0
1874,29,Private Sector/Self Employed,Yes,1050000,No,No,0
1875,32,Government Sector,Yes,900000,Yes,No,0
1876,34,Private Sector/Self Employed,Yes,1300000,No,No,1
1877,26,Government Sector,Yes,550000,No,No,0
1878,35,Private Sector/Self Employed,No,800000,No,No,1
1879,28,Private Sector/Self Employed,Yes,650000,No,No,0
1880,29,Private Sector/Self Employed,Yes,1050000,No,No,0
1881,34,Private Sector/Self Employed,Yes,1050000,No,No,0
1882,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1883,28,Private Sector/Self Employed,Yes,1150000,Yes,No,0
1884,28,Private Sector/Self Employed,Yes,500000,No,No,0
1885,32,Government Sector,Yes,350000,No,No,0
1886,33,Government Sector,Yes,1100000,No,No,1
1887,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1888,34,Private Sector/Self Employed,Yes,700000,Yes,No,0
1889,28,Private Sector/Self Employed,Yes,750000,Yes,No,0
1890,25,Private Sector/Self Employed,No,1700000,Yes,No,1
1891,31,Private Sector/Self Employed,Yes,950000,Yes,No,0
1892,29,Private Sector/Self Employed,Yes,600000,No,No,0
1893,34,Private Sector/Self Employed,Yes,850000,No,No,0
1894,29,Private Sector/Self Employed,Yes,1200000,No,No,1
1895,34,Private Sector/Self Employed,Yes,700000,No,No,1
1896,25,Private Sector/Self Employed,No,1150000,No,Yes,0
1897,31,Private Sector/Self Employed,Yes,950000,No,No,0
1898,34,Private Sector/Self Employed,Yes,500000,No,No,0
1899,26,Private Sector/Self Employed,Yes,1750000,No,No,0
1900,28,Private Sector/Self Employed,Yes,1150000,No,No,0
1901,28,Private Sector/Self Employed,Yes,1150000,No,No,0
1902,28,Private Sector/Self Employed,Yes,1200000,No,No,0
1903,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1904,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1905,28,Private Sector/Self Employed,Yes,1450000,Yes,Yes,1
1906,27,Government Sector,Yes,850000,No,No,0
1907,28,Private Sector/Self Employed,Yes,1200000,No,No,0
1908,28,Private Sector/Self Employed,Yes,800000,No,No,0
1909,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
1910,26,Government Sector,Yes,1450000,Yes,Yes,1
1911,25,Government Sector,Yes,750000,No,No,0
1912,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1913,31,Government Sector,Yes,400000,No,No,0
1914,33,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1915,28,Private Sector/Self Employed,Yes,1100000,No,No,0
1916,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1917,26,Government Sector,Yes,550000,No,No,1
1918,26,Private Sector/Self Employed,Yes,600000,No,No,0
1919,28,Private Sector/Self Employed,Yes,500000,No,No,0
1920,28,Government Sector,Yes,300000,No,No,0
1921,27,Private Sector/Self Employed,No,350000,No,No,0
1922,29,Private Sector/Self Employed,Yes,1100000,No,No,0
1923,28,Private Sector/Self Employed,Yes,800000,No,Yes,0
1924,29,Private Sector/Self Employed,Yes,1350000,No,Yes,1
1925,28,Private Sector/Self Employed,No,550000,Yes,No,1
1926,33,Private Sector/Self Employed,Yes,550000,No,No,1
1927,34,Private Sector/Self Employed,Yes,1000000,Yes,No,0
1928,29,Private Sector/Self Employed,Yes,1050000,Yes,No,1
1929,26,Government Sector,Yes,500000,No,No,0
1930,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1931,28,Private Sector/Self Employed,Yes,800000,No,No,0
1932,25,Private Sector/Self Employed,No,1350000,No,Yes,1
1933,35,Private Sector/Self Employed,No,800000,No,No,0
1934,25,Private Sector/Self Employed,Yes,1800000,Yes,No,1
1935,28,Private Sector/Self Employed,Yes,800000,Yes,No,0
1936,29,Private Sector/Self Employed,Yes,600000,No,No,0
1937,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1938,32,Government Sector,Yes,800000,Yes,No,1
1939,28,Government Sector,Yes,300000,No,No,0
1940,31,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1941,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
1942,31,Government Sector,No,350000,No,No,0
1943,29,Private Sector/Self Employed,Yes,1050000,No,No,0
1944,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1945,31,Private Sector/Self Employed,Yes,1100000,Yes,No,0
1946,31,Government Sector,No,400000,No,No,0
1947,33,Government Sector,Yes,800000,No,No,0
1948,34,Private Sector/Self Employed,Yes,1300000,No,Yes,0
1949,28,Private Sector/Self Employed,Yes,700000,No,Yes,0
1950,32,Government Sector,Yes,350000,No,Yes,0
1951,28,Private Sector/Self Employed,Yes,900000,No,No,0
1952,32,Government Sector,Yes,350000,No,Yes,0
1953,34,Private Sector/Self Employed,Yes,700000,Yes,No,0
1954,28,Private Sector/Self Employed,Yes,1200000,No,No,0
1955,27,Private Sector/Self Employed,No,350000,No,No,0
1956,28,Government Sector,Yes,300000,No,No,0
1957,32,Government Sector,Yes,850000,No,No,0
1958,28,Government Sector,Yes,1200000,No,No,1
1959,31,Government Sector,No,400000,No,No,0
1960,28,Private Sector/Self Employed,Yes,1250000,No,No,0
1961,28,Government Sector,Yes,300000,No,No,0
1962,28,Private Sector/Self Employed,No,550000,No,No,1
1963,28,Private Sector/Self Employed,Yes,1200000,No,No,0
1964,34,Private Sector/Self Employed,Yes,700000,No,No,0
1965,34,Government Sector,Yes,1300000,Yes,No,1
1966,27,Private Sector/Self Employed,No,1550000,Yes,No,1
1967,26,Private Sector/Self Employed,Yes,600000,Yes,No,0
1968,27,Government Sector,Yes,900000,No,No,0
1969,30,Private Sector/Self Employed,No,750000,No,No,1
1970,32,Government Sector,Yes,800000,No,No,0
1971,28,Private Sector/Self Employed,Yes,550000,No,No,0
1972,34,Private Sector/Self Employed,Yes,1050000,Yes,No,0
1973,28,Private Sector/Self Employed,Yes,550000,No,No,0
1974,34,Private Sector/Self Employed,Yes,500000,No,No,0
1975,31,Government Sector,Yes,400000,No,No,1
1976,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1977,28,Government Sector,Yes,300000,No,No,0
1978,35,Private Sector/Self Employed,No,800000,No,No,1
1979,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1980,31,Government Sector,Yes,1500000,Yes,Yes,1
1981,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
1982,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1983,29,Private Sector/Self Employed,Yes,1050000,No,No,0
1984,34,Private Sector/Self Employed,Yes,1000000,No,No,0
1985,29,Private Sector/Self Employed,Yes,500000,No,No,0
1986,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1987,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1988,28,Private Sector/Self Employed,Yes,1100000,Yes,No,0
1989,28,Private Sector/Self Employed,Yes,700000,No,No,1
1990,27,Private Sector/Self Employed,No,350000,No,No,0
1991,27,Government Sector,Yes,1050000,No,No,1
1992,34,Private Sector/Self Employed,Yes,1300000,No,No,1
1993,31,Private Sector/Self Employed,Yes,1350000,No,Yes,1
1994,27,Government Sector,Yes,500000,No,No,0
1995,28,Government Sector,Yes,1200000,No,No,1
1996,35,Government Sector,Yes,1100000,No,No,0
1997,32,Government Sector,Yes,350000,No,No,0
1998,31,Private Sector/Self Employed,Yes,900000,No,No,0
1999,26,Private Sector/Self Employed,Yes,750000,No,No,0
2000,31,Government Sector,Yes,1300000,No,No,0
2001,28,Government Sector,Yes,1200000,No,No,0
2002,28,Private Sector/Self Employed,Yes,800000,No,No,1
2003,28,Private Sector/Self Employed,Yes,700000,No,No,0
2004,32,Government Sector,Yes,850000,No,No,0
2005,28,Private Sector/Self Employed,Yes,700000,No,No,0
2006,26,Government Sector,Yes,500000,No,No,0
2007,31,Private Sector/Self Employed,Yes,1400000,No,Yes,1
2008,35,Government Sector,Yes,1100000,Yes,No,1
2009,25,Private Sector/Self Employed,No,600000,Yes,No,0
2010,31,Private Sector/Self Employed,Yes,1250000,No,No,0
2011,27,Private Sector/Self Employed,No,1000000,No,No,0
2012,28,Government Sector,Yes,600000,No,No,0
2013,33,Government Sector,Yes,400000,No,No,0
2014,33,Government Sector,Yes,650000,No,Yes,1
2015,28,Private Sector/Self Employed,Yes,700000,Yes,No,0
2016,25,Private Sector/Self Employed,No,600000,Yes,No,0
2017,28,Private Sector/Self Employed,Yes,1450000,Yes,Yes,1
2018,28,Private Sector/Self Employed,Yes,600000,Yes,No,1
2019,28,Private Sector/Self Employed,Yes,800000,No,No,0
2020,28,Government Sector,No,300000,No,No,0
2021,28,Private Sector/Self Employed,Yes,1150000,No,No,0
2022,27,Private Sector/Self Employed,No,1550000,Yes,No,1
2023,34,Private Sector/Self Employed,Yes,500000,No,No,0
2024,33,Government Sector,Yes,1100000,No,No,0
2025,30,Private Sector/Self Employed,No,550000,No,No,0
2026,28,Private Sector/Self Employed,Yes,800000,No,No,0
2027,28,Government Sector,Yes,1100000,No,No,0
2028,34,Private Sector/Self Employed,No,1300000,No,No,1
2029,33,Private Sector/Self Employed,Yes,1400000,No,Yes,1
2030,28,Government Sector,Yes,300000,No,No,0
2031,32,Government Sector,Yes,800000,No,No,0
2032,31,Government Sector,No,300000,No,No,0
2033,34,Private Sector/Self Employed,Yes,500000,No,No,0
2034,26,Private Sector/Self Employed,Yes,750000,No,No,0
2035,33,Private Sector/Self Employed,Yes,750000,No,No,0
2036,33,Government Sector,Yes,400000,No,No,0
2037,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
2038,34,Private Sector/Self Employed,Yes,1000000,No,No,1
2039,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
2040,28,Government Sector,Yes,600000,No,No,1
2041,31,Government Sector,Yes,1200000,No,No,0
2042,34,Private Sector/Self Employed,Yes,1300000,No,No,0
